Cod_Proyecto|NombreProyecto|Institucion|Representante|CargoRepresentante|Direccion|Ciudad|IdPais|Tlf1Proyecto|FaxProyecto|Fax1Proyecto|Fax2Proyecto|PaginaWebProyecto|EmailProyecto|ApartadoProyecto|TelexProyecto|Cod_InstitucionEjecutora|NombreInstitucion|RepresentanteInstitucion|CargoRepresentanteInst|DireccionInstitucion|CiudadInstitucion|PaisInstitucion|Telefono1|Telefono2|Fax1|Fax2|Email|PaginaWeb|ApartadoAereo|TelexInstitucion|NombreProfesional|Profesion|DireccionProfesional|CiudadProfesional|PaisProfesional|Tlf1Profesional|Tlf2Profesional|Fax1Profesional|Fax2Profesional|EmailProfesional|PaginaWebProfesional|ApartadoProfesional|TelexProfesional|Construccion|Materiales|SistConstruc|ElemConstruc|ProcConstruc|ProdConstruc|AguaPotable|AguaServidas|Basura|DispExcretas|BioEnerRenov|Saneamiento|EnergiasAlternas|RedesSistemas|SistemasInformacionC|RedesDistAgua|SistemasInformacionA|Eolica|Solar|Fotovoltaica|Biogas|Biodisel|Biocombustibles|Hidraulica|Geotermica|Biomasa|SistemasInformacionE|Id
CO118IP01T01|CONSTRUCCIÓN Y DOTACIÓN DE UN CENTRO PARA LA PROMOCIÓN DE ACTIVIDADES DE CAPACITACIÓN PARA LA MUJER EN MITÚ.|OMUDEVA - Organización de Mujeres del Vaupés|Yolanda FLORES / Cecilia BAYLÓN|Presidenta / Tesorera|Barrio Humberto Solano|Mitú, Vaupés|2|57-9816/ 42.089||57-9816/ 42.007||||||118|OMUDEVA - Organización de Mujeres del Vaupés|Yolanda FLORES / Cecilia BAYLÓN|Presidenta / Tesorera|Barrio Humberto Solano|Mitú - Vaupés |Colombia|57-9816/ 42.089||57-9816/ 42.007||||||Roberto CASTRO|Funcionario Alcaldía de Calamar|Casa Municipal Calamar|Calamar (Guaviare)|Colombia|57-1/ 915.40.52.30||||||||True|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|902
CO120IP01T00|CONSTRUCCIÓN Y ADECUACIÓN DEL CENTRO PILOTO DE ETNODESARROLLO "AGAPE" EN LETICIA, AMAZONAS|CEJAM - Centro Juvenil Amazónico |Padre Juan Antonio FONT BINIMELIS|Director CEJAM|Calle 9 No. 5-68 |Leticia, Departamento de Amazonas|2|57-9819/ 27.048||57-9819/ 27.133||||||120|CEJAM - Centro Juvenil Amazónico |Padre Juan Antonio FONT BINIMELIS|Director CEJAM|Calle 9 No. 5-68 |Leticia - Amazonas|Colombia|57-9819/ 27.048||57-9819/ 27.133||||||Padre Juan Antonio FONT BINIMELIS|Sacerdote|Calle 9 No. 5-68 |Leticia - Amazonas|Colombia|57-9819/ 27.048||57-9819/ 27.133||||||True|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|904
CO121II-IIIP02T01|HERVIDOR SOLAR COMPACTO GAVIOTAS H.S.C.G. - 1|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||||False|False|False|False|False|False|True|False|False|False|False|True|True|False|False|False|False|False|True|False|False|False|False|False|False|False|False|1143
CO121IIIP03T01|COCINA SOLAR II|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|True|False|False|False|False|False|False|False|False|906
CO121IIIP04T01|COLECTORES SOLARES DE TUBOS RECICLADOS CSTR |CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.74.66|57-1/ 286.29.69|||A.A. 18261||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|True|False|False|False|False|False|False|False|False|1145
CO121IIIP11T01|BARRENO MANUAL PARA PERFORAR POZOS|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fé de Bogotá||57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|908
CO121IIP06T01|ELEVADOR DE AGUA|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá, D.C., Departamento de Cundinamarca|2|57-1/ 286. 53.55 / 286.29.69|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A. A. No. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santafé de Bogotá|Colombia|57-1/ 286. 53.55 / 286.29.69|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A. A. No. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santafé de Bogotá||57-1/ 286. 53.55 / 286.29.69|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A. A. No. 18261||False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1147
CO121IIP07T01|MOLINO DE VIENTO TROPICAL GAVIOTAS DOBLE EFECTO|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|910
CO121IIP08T01|SISTEMA INDIVIDUAL DE CALENTADORES SOLARES DE AGUA|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº 20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||False|False|False|False|False|False|True|False|False|False|False|False|True|False|False|False|False|False|True|True|False|False|False|False|False|False|False|1149
CO121IIP09T01|ARIETE HIDRAULICO GAVIOTAS|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|912
CO121IIP10T01|BOMBA MANUAL DE CAMISA GAVIOTAS|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1151
CO121IIP11T01|BARRENO MANUAL PARA PERFORAR POZOS|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 2811705|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas Bogotá-Colombia  No. 20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|914
CO121IP01T01|CORTADORA DE TABLETAS EN MADERA|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fe de Bogotá|2|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 2419967|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||121|CENTRO LAS GAVIOTAS. Orinoquia Colombiana|Paolo LUGARI CASTRILLON|Presidente|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||Paolo LUGARI CASTRILLON|Ingeniero|Sede: Centro Las Gaviotas. Vichada Occidental. Oficinas: Centro Las Gaviotas. Bogotá-Colombia Paseo Bolívar Nº  20-90|Santa Fé de Bogotá|Colombia|57-1/ 281.15.09 / 281.17.05|57-1/ 281.17.29 / 241.99.67|57-1/ 286.29.69|57-1/ 286.74.66|||A.A. 18261||True|True|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1153
CO122I-IIP01T01|CINVA - RAM. MAQUINA PARA FABRICAR BLOQUES DE SUELO-CEMENTO|METALIBEC|Julio Salazar|Representante|Calle 68-B, No. 18-30| Bogotá|2|+57-1-2613277 ||||||||122|METALIBEC|Julio Salazar|Abogado|Calle 68-B, No. 18-30| Bogotá|Colombia|+57-1-2613277 ||||||||Julio Salazar|Abogado|Calle 68-B, No. 18-30| Bogotá|Colombia|+57-1-2613277 ||||||||True|True|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1155
CO160IIP01T00|FORTALECIMIENTO   DE   LA   PRODUCCIÓN   PARA    AUTOCONSUMO   MEDIANTE   LA  RECUPERACIÓN DE PRADERAS DEGRADADAS EN EL MUNICIPIO DE CALAMAR|COAGROGUAVIARE -Cooperativa Multiactiva Agropecuaria del Guaviare-|Rodrigo VILLABON / Roberto CASTRO B.|Gerente / Socio Fundador|Municipio de Calamar|Guaviare|2|57-915/ 40.52.30||57-3/ 34.54.97, Bogotá||||||160|COAGROGUAVIARE. -Cooperativa Multiactiva Agropecuaria del Guaviare.-|Rodrigo VILLABON / Roberto CASTRO B.|Gerente / Socio Fundador|Municipio de Calamar|Guaviare|Colombia|57-915/ 40.52.30 Calamar||57-3/ 34.54.97, Bogotá||||||Rodrigo VILLABON / Roberto CASTRO B.|Agrónomos|Municipio de Calamar|Guaviare|Colombia|57-915/ 40.52.30 Calamar||57-3/ 34.54.97, Bogotá||||||False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|918
CO164IIP01T00|SISTEMAS  DE  RECOLECCION  Y  ALMACENAMIENTO  DE  AGUAS  LLUVIAS  PARA  LAS COMUNIDADES SOBRE EL RIO AMAZONAS|Instituto IMANI - Universidad Nacional de Colombia|Geog. Camilo DOMINGUEZ|Investigador|Universidad Nacional|Santa Fe de Bogotá (Depto. Cundinamarca);  Leticia (Depto. Amazonas)|2|57-1/ 316. 50.00 Ext. 18.629||||||||164|Instituto IMANI-Universidad Nacional de Colombia|Geog. Camilo DOMINGUEZ|Investigador|Universidad Nacional|Santa Fé de Bogotá (Depto. Cundinamarca); Leticia (Depto. Amazonas)|Colombia|57-1/ 316. 50.00 Ext. 18629||||||||Camilo DOMINGUEZ|Geógrafo|Universidad Nacional|Santa Fé de Bogotá (Depto. Cundinamarca); Leticia (Depto. Amazonas)|Colombia|57-1/ 316. 50.00 Ext. 18629||||||||False|False|True|False|False|False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|922
CO183IIIP01T00|REESTRUCTURACIÓN    Y    FORTALECIMIENTO    DE    LA    RED   COMUNITARIA    DE  COMERCIALIZACIÓN EN EL MEDIO RÍO GUAVIARE|Junta de Acción Comunal de Barrancominas|Humberto Evaristo YOSUINE;  Rubén Darío CARIANIL|Presidente; Capitán Mayor AIKURIGUA|San José, Resguardo Medio-Río Guainía|San José, Departamento de Guainía|2|57-9816/ 62.036||57-9816/ 56.112||||||183|Junta de Acción Comunal de Barrancominas|Humberto Evaristo YOSUINE  / Rubén Darío CARIANIL|Presidente / Capitán Mayor AIKURIGUA|San José, Resguardo Medio-Río Guainía|San José (Depto. Guainía)|Colombia|57-9816/ 62.036||57-9816/ 56.112||||||Humberto Evaristo YOSUINE  |Militar|San José, Resguardo Medio-Río Guainía|San José (Depto. Guainía)|Colombia|57-9816/ 62.036||57-9816/ 56.112||||||False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|True|924
CO258IIP01T00|ASENTAMIENTOS HUMANOS EN LA AMAZONIA|SINCHI - Instituto Amazónico de Investigaciones Científicas |Dra. Luz Marina MANTILLA CARDENAS|Directora General|Calle  20 # 5-44|Santa Fe de Bogotá|2|57-1/ 283.67.55 Conm.||57-1/ 281.16.17|||sasinchi@col1.telecom.com.co|||258|SINCHI - Instituto Amazónico de Investigaciones Científicas |Dra. Luz Marina MANTILLA CARDENAS|Directora General|Calle  20 # 5-44|Santa Fé de Bogotá|Colombia|57-1/ 283.67.55 Conm.||57-1/ 281.16.17||sasinchi@col1.telecom.com.co||||Adriana RODRIGUEZ|Socióloga|SINCHI - Instituto Amazónico de Investigaciones Científicas: Calle  20 # 5-44|Santa Fé de Bogotá|Colombia|57-1/ 2836755 ||57-1/ 281.16.17||sasinchi@col1.telecom.com.co||||False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|1163
EC084IIIP01T00|LOS BENEFICIOS ECONÓMICOS TOTALES DE LA PRODUCCIÓN DE BIOGÁS UTILIZANDO UN BIODIGESTOR DE POLIETILENO DE BAJO COSTO|Universidad EARTH |Jane Yeomans|Coordinadora|Gobierno del Ecuador|Guayaquil|5|+506 713-0000 ||(506) 2713-0001||www.earth.ac.cr |jyeomans@earth.ac.cr|P.O.Box 09 04 936.||084|UNIVERSIDAD EARTH- TIERRA TROPICAL|Jane Yeomans|Coordinadora|Guácimo de Limón,|San  José| Costa Rica,|+506 713-0100||||jyeomans@earth.ac.cr|http://usi.earth.ac.cr/tierratropical/contactenos.php|||Raúl Botero |Investigador|Guácimo de Limón|San  José|Costa Rica,|+506 713-0100||||(rbotero@earth.ac.cr)|http://usi.earth.ac.cr/tierratropical/contactenos.php|||False|False|False|False|False|False|False|False|False|False|False|True|True|False|False|True|False|False|False|False|True|False|False|False|False|False|False|926
EC105IIP01T02|TECNOLOGÍAS PARA EL TRATAMIENTO DE AGUA DE CONSUMO HUMANO|ORGANIZACION PANAMERICANA DE LA SALUD - OPS|Dr. Jorge Luis Prosperi|Coordinador|Av. Amazonas 2889 y Mariana de Jesús|Quito|5|011-593-2 2460-330|011-593-2 2460-332|011-593-2 2460-325 ||www.opsecu.org.ec||||105|OPS|Dr. Jorge Luis Prosperi|Coordinador|Av. Amazonas 2889 y Mariana de Jesús|Quito|Ecuador|011-593-2 2460-330|011-593-2 2460-332|011-593-2 2460-325 ||dvictoria@ecu.ops-oms.org|www.opsecu.org.ec||||||||||||||||False|False|False|False|False|False|True|True|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1165
EC110IIP02T01|ESTACION DEPURADORA DE AGUAS LIXIVIADAS(ADAL) DEL RELLENO SANITARIO DE LOGROÑO, PROVINCIA DE MORONA , SANTIAGO|Fundación Arcoíris.|Ricardo Burgos M.,|Ingeniero|Ciprés 12 - 202 y Acacias - Sector la Pradera|Quito|5|(593-7) 2588680|(593-7) 2572926|||http://www.arcoiris.org.ec|info@arcoiris.org.ec|||110|Fundación Arcoíris.| Ing. Ricardo Burgos M.,||Ciprés 12 - 202 y Acacias - Sector la Pradera|Quito|Ecuador|(593-7) 2588680||(593-7) 2572926||info@arcoiris.org.ec|http://www.arcoiris.org.ec|||Ricardo Burgos M.,|Ingeniero|Ciprés 12 - 202 y Acacias - Sector la Pradera|Quito|Ecuador|(593-7) 2588680|(593-7) 2572926|||info@arcoiris.org.ec|http://www.arcoiris.org.ec|||False|False|False|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|928
EC149IIP01T02|CONSTRUCCIÓN DE LETRINAS SANITARIAS EN LOS BARRIOS SANTA ROSA Y SANTA CECILIA DE LA CIUDAD DE PAQUISHA|MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA |Ing. Walter Solís Valarezo|Ministro|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Quito|5|(02) 2 238 - 060 |(02) 2 552-019 |(02) 2 566-785 |||despacho@miduvi.gov.ec|||149|MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA |Walter Solís Valarezo|Ministro|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Quito|Ecuador|(02) 2 238 - 060|(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|http://www.miduvi.gov.ec/||| Walter Solís Valarezo|Ingeniero|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) |Quito|Ecuador|(02) 2 238 - 060|(02) 2 552-019 |(02) 2 566-785 ||despacho@miduvi.gov.ec|http://www.miduvi.gov.ec/|||False|False|True|False|False|False|False|False|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|1167
EC149IIP02T03|PROGRAMA PRAGUAS- MIDUVI-  MUNICIPIO DE YANTZAZA/2007|MIDUVI - MINISTERIO DE DESARROLLO URBANO Y VIVIENDA|Ing. Walter Solís Valarezo|Ministro|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) -|Quito|5|(02) 2 238 - 060 |(02) 2 552-019 |(02) 2 566-785 ||http://www.miduvi.gov.ec/|despacho@miduvi.gov.ec|||||||||||||||||| Walter Solís Valarezo|Ingeniero|Av. 10 de agosto 2270 y Luis Cordero (Sexto piso) -|Quito|Ecuador|(02) 2 238 - 060 |(02) 2 552-019 |||despacho@miduvi.gov.ec|http://www.miduvi.gov.ec|||False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|930
